Major group,Sub-major group,Minor Group,"Energy, with dietary fibre (kJ)",Protein (g),Total fat (g),Starch (g),Total sugars (g),Dietary fibre (g),Vitamin A retinol equivalents (µg),Vitamin B1 (Thiamin) (mg),Vitamin B2 (Riboflavin) (mg),Vitamin B3 (Niacin) (mg),Total Folates (µg),Vitamin B6 (mg),Vitamin B12 (µg),Vitamin C (mg),Vitamin E (mg),Calcium (Ca) (mg),Iodine (I) (µg),Iron (Fe) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (µg),Sodium (Na) (mg),Zinc (Zn) (mg),Total saturated fat (g),Total monounsaturated fat (g),Total polyunsaturated fat (g),Linoleic acid (g),Alpha-linolenic acid (g),Total long chain omega 3 fatty acids (mg),Total trans fatty acids (mg)
Milk products and dishes,Flavoured milks and milkshakes,"Milk, other flavoured and milk-based drinks, reduced fat",383.75,3.325,2.2,2.0625,13.0625,0.025,53.875,0.0105,0.20425,0.5,17.875,0.02875,0.425,0.25,0.01625,101.875,19.075,0.03375,10.75,86,145.125,0.8875,43.125,0.3075,1.45875,0.53125,0.05875,0.04,0.01625,0.01825,65.91
Milk products and dishes,Flavoured milks and milkshakes,Milk-based fruit drinks,359.1428571,2.928571429,2.542857143,1.328571429,11.02857143,1.028571429,57.71428571,0.024428571,0.167857143,0.344285714,23.85714286,0.065714286,0.3,8.714285714,0.697142857,73.42857143,11.77142857,0.255714286,17.14285714,73.85714286,192.7142857,1.285714286,27.57142857,0.381428571,1.094285714,0.854285714,0.337142857,0.307142857,0.028571429,1.897285714,49.23428571
Milk products and dishes,Frozen milk products,"Frozen dairy desserts, other",810.6363636,4.345454545,7.009090909,6.854545455,21.76363636,0.272727273,144.1818182,0.037454545,0.273181818,0.582727273,12.36363636,0.041818182,0.054545455,0.727272727,0.202727273,92.09090909,20.35454545,0.500909091,14.90909091,90.36363636,152.0909091,1.909090909,77.45454545,0.297272727,4.19,1.98,0.37,0.27,0.068181818,1.104272727,216.4409091
Milk products and dishes,Frozen milk products,"Frozen yoghurts, all types",543,3.55,2.95,0,21.35,0,48,0.06,0.26,0.05,7,0.04,0.2,0,0.2,124,19.6,0.63,16,130,250,1.2,53.5,0.59,1.88,0.85,0.08,0.06,0.02,5.613,56.135
Milk products and dishes,Frozen milk products,"Ice cream, individual bar, stick and cone varieties, fat content <4 g/100 g",481,1.3,3.6,0,20.3,0,81,0.03,0.08,0.1,10,0.04,0.1,0,0.24,29,14,0,8,29,84,1,20,0.15,2.36,0.8,0.08,0.05,0.03,0,185.75
Milk products and dishes,Frozen milk products,"Ice cream, individual bar, stick and cone varieties, fat content >10 g/100 g",1198,4.12,17.71,3.63,25.2,0.53,91.1,0.0558,0.2905,0.583,13,0.404,0.08,0,0.549,99.5,14.49,0.459,26.9,109.2,236.9,2.89,84.1,0.582,13.092,2.335,0.713,0.66,0.051,0,809.438
Milk products and dishes,Frozen milk products,"Ice cream, individual bar, stick and cone varieties, fat content 4 - 10 g/100 g",747.6,2.96,6.86,5.4,21.66,0.52,73.6,0.0338,0.209,0.64,8.8,0.13,0.08,0.2,0.53,75.8,15.9,0.238,16.8,84,145,2.56,74,0.338,4.246,1.848,0.208,0.168,0.044,0,243.986
Milk products and dishes,Frozen milk products,"Ice cream, tub varieties, fat content <4 g/100 g",644.1428571,3.5,2.8,8.1,21.28571429,0,182,0,0.29,0.7,10,0.04,0.1,0,0,93,22.2,0.1,12,84,142,1,48,0.23,1.89,0.66,0.07,0.05,0.02,0,82.03
Milk products and dishes,Frozen milk products,"Ice cream, tub varieties, fat content >10 g/100 g",875.3888889,3.816666667,12.32222222,2.083333333,19.69444444,0.127777778,174.6111111,0.003888889,0.28,0.668333333,11.77777778,0.041666667,0.111111111,0.055555556,0.153333333,92.83333333,21.65555556,0.17,13.94444444,87.83333333,149.8888889,1.394444444,50.88888889,0.282777778,8.054444444,3.098333333,0.395555556,0.288888889,0.096111111,2.693388889,345.9866667
Milk products and dishes,Frozen milk products,"Ice cream, tub varieties, fat content 4 - 10 g/100 g",761.7777778,3.544444444,8.033333333,4.188888889,20.45555556,0.355555556,166.5555556,0.008777778,0.269555556,0.677777778,10.22222222,0.042222222,0.066666667,0.222222222,0.205555556,93.22222222,21.34444444,0.173333333,14.11111111,87.11111111,162.3333333,1.111111111,55.66666667,0.286666667,5.474444444,1.786666667,0.218888889,0.154444444,0.063333333,0,249.6988889
Milk products and dishes,Other dishes where milk or a milk product is the major component,"Dairy desserts, smooth or gelatin-based dairy desserts",585.3333333,4.375,4.391666667,5.266666667,15.41666667,0.658333333,35.91666667,0.031166667,0.199916667,0.333333333,11.58333333,0.029166667,0.166666667,0.333333333,0.1125,126.5,14.38333333,0.458333333,18.66666667,108.5833333,189.75,2.358333333,50.91666667,0.504166667,2.934166667,1.02,0.13,0.086666667,0.026666667,5.77725,123.5391667
Milk products and dishes,Other dishes where milk or a milk product is the major component,"Other milk, cheese or cream-based desserts",1227.285714,5.114285714,19.31428571,7.628571429,17.74285714,0.571428571,154.2857143,0.017,0.154571429,0.455714286,21,0.007142857,0.128571429,2.428571429,1.221428571,78.71428571,10.11428571,1.064285714,12.85714286,119.2857143,121.4285714,3.871428571,202.4285714,0.404285714,11.03571429,5.651428571,1.238571429,0.915714286,0.275714286,11.10371429,483.0571429
Milk products and dishes,Yoghurt,"Yoghurt, added nutrients or other substances",342.8666667,4.9,1.38,0.52,10.44,1.146666667,33.2,0.051333333,0.302,0.313333333,14.53333333,0.050666667,0.2,0.8,0.306666667,172.4666667,16.24,0.124,14.86666667,127.8,216,1.6,66.33333333,0.538666667,0.879333333,0.353333333,0.062666667,0.028666667,0.010666667,17.84633333,25.792
Milk products and dishes,Yoghurt,"Yoghurt, drinks, buttermilk",275.3333333,3.766666667,1.066666667,0,9.6,0.033333333,29.66666667,0.03,0.29,0.266666667,12.33333333,0.036666667,0.266666667,0,0.166666667,127.3333333,13.86666667,0.073333333,14.66666667,131.6666667,212.6666667,1.766666667,57,0.493333333,0.693333333,0.266666667,0.043333333,0.02,0.01,2.036666667,20.36666667
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit and/or cereal, high fat (>4 g/100g fat)",516.6,4.84,5.92,0.42,11.58,0.26,34.4,0.0496,0.3046,0.122,7.2,0.034,0.2,0.4,0.2,139.2,12.4,0.136,15.2,134,234.2,1.24,64.2,0.576,3.754,1.642,0.18,0.124,0.036,11.177,111.772
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit with added cereal, full fat",469,4.566666667,3.333333333,1.266666667,13.83333333,0.433333333,36.66666667,0.033,0.272333333,0.323333333,8,0.04,0.2,0,0.22,149,11.76666667,0.263333333,18.33333333,137.6666667,223.6666667,2.266666667,49,0.523333333,2.13,0.896666667,0.146666667,0.126666667,0.02,3.714,53.89333333
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit, full fat",428.2307692,4.4,3.269230769,0,13.05384615,0.184615385,36.15384615,0.057,0.266461538,0.148461538,9.615384615,0.037692308,0.2,0.230769231,0.203076923,141.3076923,14.8,0.144615385,14.61538462,124.3846154,219.8461538,1.407692308,55.53846154,0.514615385,2.073846154,0.856923077,0.108461538,0.066923077,0.024615385,5.112076923,61.38307692
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit, low fat or skim, intense sweetened",184.9,4.12,0.2,0.52,4.8,0.11,4.8,0.041,0.328,0.312,15,0.04,0.2,0,0.2,145.1,16.07,0.095,15.2,133.8,219.8,1.77,55.8,0.62,0.123,0.053,0.003,0.002,0,0.3455,3.239
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit, low fat or skim, sugar sweetened",335,5.333333333,0.3,0.666666667,12.43333333,0.166666667,3,0.063333333,0.323333333,0.356666667,12.66666667,0.04,0.2,0,0.2,166.3333333,16.7,0.1,16,138.6666667,232,1.7,64.66666667,0.603333333,0.193333333,0.08,0.006666667,0.003333333,0,0.528666667,5.673333333
Milk products and dishes,Yoghurt,"Yoghurt, flavoured or added fruit, reduced fat",385.0666667,4.846666667,1.213333333,0.466666667,14.08666667,0.1,36.4,0.065,0.26,0.122666667,9.2,0.04,0.206666667,0.066666667,0.202666667,161.4,15.78,0.156,14.8,124.3333333,224.4,1.56,65.86666667,0.516,0.773333333,0.310666667,0.044,0.025333333,0.01,2.279066667,22.79466667
Milk products and dishes,Yoghurt,"Yoghurt, natural, reduced fat",331.3333333,6.166666667,1.7,0,8.5,0.666666667,31,0.051,0.371,0.06,7,0.03,0.2,0,0.2,190.6666667,12,0.08,17,154,264,1,82,0.62,1.076666667,0.486666667,0.046666667,0.033333333,0.01,3.214,32.13
Milk products and dishes,Yoghurt,"Yoghurt, natural, regular fat and high fat (>4 g/100g fat)",441.4,5.34,6.2,0,6.14,0,30,0.0508,0.3648,0.058,7,0.03,0.2,0,0.2,171.4,12.4,0.078,16.8,153.6,259.2,1,68,0.608,3.926,1.774,0.178,0.13,0.036,11.7336,117.34
Milk products and dishes,Yoghurt,"Yoghurt, natural, skim and non-fat",241,6.6,0.3,0,5.9,0,1,0.065,0.34,0.05,7,0.03,0.2,0,0.2,234,16,0.07,20,188,296,1,84,0.74,0.19,0.09,0.01,0.01,0,0.288,5.68
Milk products and dishes,Yoghurt,"Yoghurt, unspecified fat",339.5,5.25,2.9,0.05,7.55,0.05,26,0.051,0.328,0.125,9.5,0.035,0.2,0,0.2,180.5,14.55,0.09,16.5,149,244,1.15,66.5,0.575,1.82,0.805,0.085,0.06,0.02,5.3915,54.225
Miscellaneous,Chemical raising agents and cooking ingredients,Chemical raising agents and cooking ingredients,120,0,0.033333333,6.933333333,0,0.033333333,0,0.003333333,0,0.033333333,0,0,0,0,0.04,0.666666667,0.466666667,0.066666667,0.333333333,3.666666667,10389.66667,0.133333333,11409.33333,0.006666667,0.006666667,0.003333333,0.02,0.016666667,0,0,0
Miscellaneous,Chemical raising agents and cooking ingredients,Gelatine,1449,84.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,250,0.5,2.1,15,32,7,6,330,0.4,0.19,0.16,0.03,0,0,0,0
Miscellaneous,Chemical raising agents and cooking ingredients,Other additives,410.4166667,0.033333333,0.008333333,0,0,15.775,1388.916667,833.334,0.005,0,833.4166667,0.000833333,0,833.3333333,833.3333333,833.9166667,833.3333333,0.225833333,0,0.166666667,0.583333333,0,37.5,0.039166667,0.0025,0.000833333,0.004166667,0,0,0,0
Miscellaneous,Essences,Essences,231,0,0,0,14.4,0,0,0,0,0,0,0.01,0,0,0,0,0.5,0.05,1,0,0,0,3,0.01,0,0,0,0,0,0,0
Miscellaneous,"Herbs, spices, seasonings and stock cubes",Herbs(dried) and spices,1439.909091,11.96818182,13.88636364,19.83181818,8.645454545,30.89545455,827.7272727,0.319227273,0.441136364,4.094545455,104.3636364,0.970454545,0,36.90909091,12.725,797.9090909,4.736363636,28.78409091,227.5454545,262.5909091,1410.636364,16.32727273,101.8636364,4.332727273,4.583181818,4.53,3.454545455,2.390454545,0.682727273,16.12386364,0
Miscellaneous,"Herbs, spices, seasonings and stock cubes",Salt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,890.55,0,1,3,6305,2.4625,31900.5,0.1,0,0,0,0,0,0,0
Miscellaneous,"Herbs, spices, seasonings and stock cubes",Stock cubes and seasonings,936.6666667,9.5,7.3,18.96666667,9.266666667,3.3,80.33333333,0.13,0.176666667,2.8,9.333333333,0.31,0,0,3.7,127.3333333,8.666666667,3.766666667,42,200,400,6,13543.33333,0.57,3.286666667,2.346666667,1.08,1.036666667,0.043333333,0,292.6866667
Miscellaneous,"Herbs, spices, seasonings and stock cubes","Stock, prepared",39.8,1.14,0.42,0.18,0.12,0.02,0.8,0.0148,0.0322,0.526,0.8,0.006,0.3,0,0.1,3.2,0.92,0.042,4,25.6,62.6,0.84,240.8,0.032,0.116,0.14,0.04,0.012,0.002,15.7936,3.57
Miscellaneous,Intense sweetening agents,Intense sweeteners,1275.181818,9.6,0.045454545,0.227272727,27.60909091,7.545454545,0,0,0,0,0,0,0,0,0,77.27272727,0.4,8.074545455,0,1.636363636,369.6363636,0.4,2132.909091,0,0,0,0,0,0,0,0
Miscellaneous,"Yeast, and yeast vegetable or meat extracts",Vegetable and meat extracts,1510.5,11.3,31.3,3.5,2.2,7.55,0,0.18,0.145,2.8,5,0.215,4,0,3.4,115,4.8,1.75,130,1180,950,3,3335.5,1.1,7.25,2.03,20.58,18.495,2.09,0,8.95
Miscellaneous,"Yeast, and yeast vegetable or meat extracts",Yeast,761,25,3.5,5.6,0,13.9,0,0.38,0.095,20,2625,0.525,0,0,0,12.5,5.25,2.6,68.5,585,1040,0.75,110,10.95,0.525,2.265,0.005,0.005,0,0,0
Miscellaneous,"Yeast, and yeast vegetable or meat extracts",Yeast extracts,778.5714286,16.4,3.514285714,12.55714286,6.842857143,5.842857143,28.85714286,12.96185714,11.04542857,73.76428571,1679.285714,1.14,2.942857143,0,0.08,64.42857143,9.642857143,12.56428571,105.5714286,720.7142857,1835.571429,19.94285714,2894.428571,3.387142857,1.744285714,1.208571429,0.054285714,0.038571429,0.012857143,2.094571429,130.3042857
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee beverage, decaffeinated, prepared with milk or milk substitute",167.6666667,2.411111111,1.4,0.166666667,4.277777778,0.122222222,20,0.010777778,0.14,0.274444444,8.555555556,0.031111111,0.333333333,0,0.132222222,75,11.93333333,0.207777778,12,64.33333333,139.3333333,0.811111111,30.11111111,0.26,0.807777778,0.351111111,0.125555556,0.113333333,0.007777778,0.635222222,41.66444444
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee beverage, decaffeinated, prepared with water",6,0.1,0.066666667,0.033333333,0.033333333,0.1,0,0.000333333,0.069666667,1.926666667,0.333333333,0,0,0,0.003333333,2.666666667,1,0.186666667,30,4.333333333,72.33333333,0.466666667,6.666666667,0.023333333,0.023333333,0,0.023333333,0.023333333,0,0,0
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee beverage, prepared with milk or milk substitute",157.225,2.2425,1.31,0.3725,3.7325,0.115,18.475,0.012075,0.1814,1.77825,7.85,0.03275,0.3125,0.1,0.17325,69.225,9.8275,0.141,34.725,59.625,146.075,0.79,33.7,0.23525,0.68025,0.3155,0.209,0.19825,0.00975,0.5138,33.91425
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee beverage, prepared with water",21.33333333,0.066666667,0.083333333,0.016666667,1.016666667,0.05,0,0.002666667,0.088666667,2.325,0.666666667,0,0,0,0.005,2.333333333,0.983333333,0.111666667,36,4.166666667,66.16666667,0.45,7.666666667,0.026666667,0.031666667,0,0.031666667,0.031666667,0,0,0
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee substitutes, beverage",46,0.1,0,1.2,0.2,0.2,0,0,0,0.26,2,0.02,0,0,0,3,0.9,0.06,3,10,28,0.3,5,0.02,0.01,0.01,0,0,0,0,0
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee substitutes, powders and bases",1208,2.95,0.65,20.5,29.6,2.95,0,0,0.015,5.7,26,0.505,0,0,0,42.5,4.05,1.2,54,215,840,0.5,73,0.22,0.2,0.145,0.05,0.04,0.005,0,0
Non-alcoholic beverages,Coffee and coffee substitutes,"Coffee-based mixes, beverage",117.2,0.86,1.46,0.08,2.74,0.18,8.8,0.007,0.0492,0.67,1.6,0.008,0.08,0,0.034,26.4,2.06,0.04,7.2,22.8,69.8,0.84,27.4,0.084,0.772,0.47,0.12,0.106,0.016,0.4072,25.772
Non-alcoholic beverages,Coffee and coffee substitutes,"Dry coffee powder, caffeinated or decaffeinated",655,16.1,0.4,10.2,0.65,19.9,0,0,1.09,44.54,15,0.02,0,4,0.095,150,9.1,3.1,370,330,3600,8.5,84,0.32,0.11,0.02,0.11,0.1,0.01,0,0
Non-alcoholic beverages,Coffee and coffee substitutes,Dry or concentrate coffee-based mixes,1853,10.52,25.1,1.38,42.92,2.4,85,0.0714,0.541,8.746,17.6,0.134,0.72,0.6,0.454,272.6,13.94,0.706,74.8,336.6,1002.8,10.16,280.4,0.95,12.906,8.584,2.108,1.91,0.19,3.9184,408.952
Non-alcoholic beverages,Cordials,Cordial concentrate,683,0.1,0.008333333,0.066666667,41.86666667,0.058333333,0.833333333,0.000166667,0.000666667,0.731666667,8.583333333,0.021666667,0,7.583333333,0.005,3.666666667,0.916666667,0.085,2.083333333,3.916666667,27.83333333,0.508333333,15.75,0.020833333,0,0,0,0,0,0,0
Non-alcoholic beverages,Cordials,"Cordial concentrate, intense sweetened",50,0.028571429,0,0,2.6,0,1.142857143,0,0,0.14,5.857142857,0.022857143,0,9.571428571,0,3.571428571,1,0.09,1.428571429,3.142857143,21.85714286,0.5,3.571428571,0.008571429,0,0,0,0,0,0,0
Non-alcoholic beverages,Cordials,"Cordials, made from concentrate",153.2727273,0,0,0.009090909,9.377272727,0.009090909,0.090909091,0,9.09E-05,0.170909091,2.045454545,0.003181818,0,2.090909091,0.000454545,2.045454545,0.795454545,0.025,1.136363636,0.954545455,6.863636364,0.4,6,0.006363636,0,0,0,0,0,0,0
Non-alcoholic beverages,Cordials,"Cordials, made from concentrate, intense sweetened",9.571428571,0,0,0,0.442857143,0,0,0,0,0.031428571,1.285714286,0.001428571,0,1.857142857,0,2,0.8,0.022857143,1,0.857142857,4.142857143,0.4,3.142857143,0.001428571,0,0,0,0,0,0,0
Non-alcoholic beverages,"Electrolyte, energy and fortified drinks",Electrolyte drink bases (sport drink bases),1544,0,0,0,64.7,0,0,0,0,0,0,0.22,0,0,0,176,2,0,23,0,325,0.5,477,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Electrolyte, energy and fortified drinks",Electrolyte drinks (sports drinks),63.66666667,0.033333333,0,0.033333333,3.3,0,0,0,0,0,0,0.016666667,0,0,0,8,1.6,0,2,0,15.33333333,0.433333333,37,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Electrolyte, energy and fortified drinks",Energy drinks,195.5,0.1,0,0.05,11.6,0,0,0.008875,0.4845,5.99125,2.25,1.27375,1.025,0.625,0.09125,9,0.5,0,1,15,0,0.5,50.625,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Electrolyte, energy and fortified drinks","Energy drinks, intense sweetened",9.666666667,0.066666667,0,0.066666667,0,0,0,0,0.347,7.896666667,0,2.923333333,2.2,0,0,9,0.5,0,1,15,0,0.5,50.33333333,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks",Fruit and vegetable juice blends,170.3333333,0.666666667,0.066666667,0.066666667,6.9,4.666666667,328.3333333,0.046,0.032,0.356666667,28.66666667,0.106666667,0,21.33333333,0.213333333,16,1.366666667,0.26,9.666666667,19,172.6666667,0.5,17.66666667,0.136666667,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks","Fruit drink, prepared from dry powder",143,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,1,3.5,0.01,1,0,0,0.5,6,0.01,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks",Fruit drinks (ready to drink or made from concentrate),184.3157895,0.152631579,0.052631579,0.015789474,10.80526316,0.236842105,15.78947368,0.006842105,0.014210526,0.152631579,6.526315789,0.015263158,0,18.52631579,0.126842105,7.842105263,3.173684211,0.15,5,8.526315789,70.94736842,0.431578947,5.578947368,0.038947368,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks","Fruit juices, commercially prepared",204.0571429,0.545714286,0.205714286,0.14,10.38857143,0.582857143,10.31428571,0.027885714,0.029628571,0.498857143,25.77142857,0.045142857,0,32.94285714,0.189428571,10.05714286,2.742857143,0.191714286,9.285714286,15.42857143,149.6857143,0.582857143,4.685714286,0.074571429,0.016285714,0.085714286,0.059142857,0.054571429,0.004285714,0,0.772857143
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks","Fruit juices, fortified",131.2222222,0.522222222,0,0,6.944444444,0.411111111,10.33333333,0.037555556,0.037444444,0.214444444,43.22222222,0.023333333,0,42.33333333,0.243333333,22.22222222,2.288888889,0.07,7.333333333,11.44444444,138.8888889,0.411111111,3.777777778,0.024444444,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks","Fruit juices, freshly-squeezed",179.8333333,0.633333333,0.166666667,0.15,7.216666667,2.666666667,6.666666667,0.0455,0.02,0.188333333,18,0.051666667,0,31.33333333,0.27,16.5,0.483333333,0.263333333,8.166666667,14.16666667,126.1666667,0.466666667,1.833333333,0.108333333,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks",Vegetable drinks,97.5,0.25,0.1,0.6,4.75,0.15,37.5,0.0025,0.015,0.15,4,0.01,0,10,0.055,44.5,2.8,0.515,3.5,3,41,0.45,6.5,0.135,0.015,0.015,0.005,0.005,0.005,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks",Vegetable juices,71,0.633333333,0.055555556,0.533333333,2.188888889,0.977777778,189.8888889,0.021555556,0.038444444,0.535555556,18,0.09,0,26.44444444,0.182222222,22.22222222,2.277777778,0.598888889,9.666666667,25.88888889,219.5555556,0.655555556,136.6666667,0.173333333,0,0,0,0,0,0,0
Non-alcoholic beverages,"Fruit and vegetable juices, and drinks","Vegetable juices, freshly squeezed",121.5,0.95,0.1,0,4.4,3.3,886.5,0.063,0.0365,0.67,26,0.24,0,10,0.365,27,0.65,0.47,13,34,271.5,0.55,36,0.275,0,0,0,0,0,0,0
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Breakfast cereal beverages,318.3333333,4.1,1.516666667,0.016666667,6.733333333,1.066666667,51.33333333,0.0955,0.207333333,1.041666667,59,0.13,0.5,1.166666667,2.228333333,135.8333333,6.4,0.62,23.5,93.83333333,154.6666667,1,62.16666667,0.218333333,0.208333333,0.353333333,0.89,0.87,0.02,0,5.733333333
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Fortified beverage flavourings prepared with water or milk,336.6666667,4.066666667,2.666666667,1.9,7.733333333,0.733333333,85.33333333,0.181,0.346,0.5,16.66666667,0.066666667,0.5,4,0.383333333,152.6666667,14.93333333,2.22,21.33333333,112,222,1.333333333,47.33333333,0.41,1.406666667,0.636666667,0.38,0.353333333,0.023333333,0.814,81.19666667
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Fortified dry beverage flavourings,1606.4,9.7,5.56,25.1,48.12,4.92,915.6,2.154,2.3112,12.86,201,0.538,0.24,62.2,2.622,961.2,18,17.832,106.8,408,765.2,7.56,210.6,3.56,3.412,1.376,0.284,0.222,0.06,0.4302,263.664
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Other beverages,276.5,1.5,0,0,15,1.3,0,0.014,0.075,0.04,2,0.02,0.2,0,0.02,51,3.9,0.02,5.5,40,64.5,1.3,19.5,0.16,0.02,0.01,0,0,0,0.054,0.64
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Unfortified beverage flavourings prepared with water or milk,263.8333333,3.1,1.716666667,0.4,8.35,0.283333333,22.5,0.017,0.160166667,0.19,10.16666667,0.04,0.416666667,0.166666667,0.285,88.83333333,12.73333333,0.25,20.16666667,84.16666667,175.3333333,0.916666667,43.83333333,0.423333333,0.96,0.443333333,0.2,0.188333333,0.011666667,0.630666667,51.39333333
Non-alcoholic beverages,Other beverage flavourings and prepared beverages,Unfortified dry beverage flavourings,1575,5.471428571,4.257142857,14.8,63.95714286,4.371428571,17.57142857,0.075714286,0.487142857,1.215714286,17.28571429,0.087142857,0,0.285714286,0.527142857,127.7142857,4.714285714,2.891428571,116.2857143,219.2857143,638.8571429,4.285714286,117.8571429,1.911428571,2.41,1.3,0.258571429,0.237142857,0.021428571,0.737428571,108.5628571
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters",Flavoured mineral waters,152,0,0,0,9.3,0,0,0,0,0,1,0,0,0,0,5,0.6,0.06,4,1,5,0.35,15,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters","Flavoured mineral waters, intense sweetened",5,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,5,0.6,0.06,4,1,5,0.5,15,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters","Soft drinks, cola",191.6,0.16,0.4,0.12,10.76,0,7,0.0002,0.0114,0.03,0.4,0.002,0,0,0.002,4.6,2.46,0.004,1.4,17,6.8,0.52,12.2,0.01,0.272,0.088,0.01,0.008,0.004,0,12.174
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters","Soft drinks, cola, intense sweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.633333333,0,1,13.66666667,1,0.5,10.33333333,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters","Soft drinks, non-cola",159.9,0,0,0.03,9.41,0,0,0,0,0.0015,0.1,0.001,0,0.4,0,2.55,1.67,0.025,0.6,1.7,1.6,0.485,19.9,0.017,0,0,0,0,0,0,0
Non-alcoholic beverages,"Soft drinks, and flavoured mineral waters","Soft drinks, non-cola, intense sweetened",1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111111111,1.577777778,0.054444444,0.777777778,0.111111111,1.111111111,0.5,11.33333333,0.037777778,0,0,0,0,0,0,0
Non-alcoholic beverages,Tea,Herbal tea,6,0.1,0.1,0,0,0,2,0.01,0,0.11,1,0,0,0,0,2,1.1,0.08,1,1,9,0.5,0,0.04,0,0,0,0,0,0,0
Non-alcoholic beverages,Tea,Tea mixed with other foods,105,0.75,0.5,0.75,3.65,0.1,7.5,0.012,0.045,0.105,12.5,0.015,0.1,7.5,0.02,23.5,4.9,0.05,4,19.5,57,0.6,11.5,0.09,0.265,0.105,0.01,0.01,0,0.243,13.445
Non-alcoholic beverages,Tea,Tea powders and bases,1453,15.2,3.3,30.7,32.2,4.45,42,0.0615,0.7595,5.73,61.5,0.21,0.55,0.5,0.275,214.5,17.9,1.315,155,253.5,3298,16.95,250.5,1.39,1.835,1.025,0.245,0.17,0.07,1.9705,50.91
Non-alcoholic beverages,Tea,"Tea, regular, caffeinated, prepared with milk or milk substitute",277.8,3.4,1.82,1.48,7.68,0.12,27.6,0.0242,0.1934,0.172,13.2,0.05,0.48,0.2,0.222,105.8,12.56,0.122,12.4,87.4,167,1.4,63.4,0.316,0.934,0.466,0.26,0.232,0.02,0.8132,41.132
Non-alcoholic beverages,Tea,"Tea, regular, caffeinated, prepared with water",23.375,0.2,0.1625,0.1875,0.65,0,0.875,0.001375,0.010125,0.0075,9.875,0.00125,0.0125,0,0.00625,3.625,1.225,0.00375,0.5,3,11.375,0.575,5,0.0125,0.04,0.0225,0.005,0.00375,0.00125,0.04325,1.1175
Non-alcoholic beverages,Tea,"Tea, regular, decaffeinated, prepared with water or milk",6,0.1,0.1,0,0,0,0,0,0.005,0,11,0,0,0,0,0,1.1,0,0,0,6,0.5,0,0,0,0,0,0,0,0,0
Non-alcoholic beverages,"Waters, municipal and bottled, unflavoured","Domestic water (including tap, tank/rain water)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.72,0.004,2,0,0,0.36,2.2,0.008,0,0,0,0,0,0,0
Non-alcoholic beverages,"Waters, municipal and bottled, unflavoured",Purchased packaged water including mineral water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.433333333,0.01,3.333333333,0,1,0.5,10,0.033333333,0,0,0,0,0,0,0
Non-alcoholic beverages,"Waters, municipal and bottled, unflavoured","Purchased packaged water, fortified",70,0,0,0,4.4,0,0,0,0,0.4,0,0.07,0.1,7,0,1,0.2,0,5,0,0,0.5,14,0,0,0,0,0,0,0,0
